S.R Travels (Pvt) Ltd,12:30 PM,08:30 PM,40,৳ 800
Hanif Enterprise,12:30 PM,07:30 PM,36,৳ 1000
S.R Travels (Pvt) Ltd,12:45 PM,07:45 PM,27,৳ 800
Nabil Paribahan,01:00 PM,07:30 PM,38,৳ 900
Hanif Enterprise,01:00 PM,08:00 PM,40,৳ 800
Hanif Enterprise,01:00 PM,11:00 PM,41,৳ 800
Nabil Paribahan,01:00 PM,07:30 PM,40,৳ 1500
S.R Travels (Pvt) Ltd,01:30 PM,08:30 PM,40,৳ 800
Ena Transport (Pvt) Ltd,01:30 PM,11:00 PM,39,৳ 800
Nabil Paribahan,02:00 PM,09:00 PM,36,৳ 800
Rongdhonu Express,02:00 PM,09:00 PM,40,৳ 800
Hanif Enterprise,02:00 PM,08:00 PM,40,৳ 800
Ena Transport (Pvt) Ltd,03:00 PM,11:00 PM,40,৳ 800
Hanif Enterprise,03:00 PM,10:00 PM,40,৳ 1000
Nabil Paribahan,03:00 PM,10:00 PM,40,৳ 1000
Hanif Enterprise,03:00 PM,09:00 PM,40,৳ 800
S.R Travels (Pvt) Ltd,03:45 PM,11:45 PM,27,৳ 800
Ena Transport (Pvt) Ltd,04:15 PM,11:15 PM,40,৳ 800
S.R Travels (Pvt) Ltd,04:15 PM,11:15 PM,38,৳ 800
S.R Travels (Pvt) Ltd,04:30 PM,12:30 AM,40,৳ 800
Hanif Enterprise,04:30 PM,03:30 AM,41,৳ 1500
Hanif Enterprise,05:00 PM,11:00 PM,40,৳ 800
Hanif Enterprise,05:00 PM,12:00 AM,40,৳ 800
Nabil Paribahan,05:00 PM,01:00 AM,40,৳ 800
Hanif Enterprise,05:30 PM,06:00 AM,40,৳ 800
Nabil Paribahan,06:30 PM,01:00 AM,40,৳ 800
Hanif Enterprise,06:30 PM,11:55 PM,40,৳ 800
Hanif Enterprise,06:30 PM,06:30 AM,37,৳ 800
Green Bangla Travels,07:00 PM,05:30 AM,40,৳ 800
Hanif Enterprise,07:00 PM,07:00 AM,40,৳ 800
Hanif Enterprise,07:00 PM,03:00 AM,40,৳ 800
Hanif Enterprise,07:30 PM,06:30 AM,41,৳ 800
Nabil Paribahan,07:30 PM,04:00 AM,40,৳ 800
Nabil Paribahan,07:30 PM,04:00 AM,40,৳ 800
Rozina Enterprise,07:30 PM,05:00 AM,40,৳ 800
Anas Enterprise,07:30 PM,05:00 AM,40,৳ 800
Nabil Paribahan,07:30 PM,04:00 AM,40,৳ 800
Ena Transport (Pvt) Ltd,07:30 PM,05:00 AM,40,৳ 800
Hanif Enterprise,08:00 PM,08:00 AM,41,৳ 800
Manik Express,08:00 PM,06:30 PM,40,৳ 600
Nabil Paribahan,08:00 PM,04:00 AM,40,৳ 800
Hanif Enterprise,08:00 PM,08:30 AM,37,৳ 800
Barkat Travels,08:00 PM,06:00 AM,40,৳ 800
Hanif Enterprise,08:00 PM,07:30 PM,39,৳ 800
Pingky Paribahan,08:00 PM,06:00 AM,31,৳ 800
S.R Travels (Pvt) Ltd,08:00 PM,05:00 AM,40,৳ 800
Rozina Enterprise,08:15 PM,08:00 AM,40,৳ 800
Nabil Paribahan,08:15 PM,04:00 AM,40,৳ 800
Nabil Paribahan,08:30 PM,04:00 AM,40,৳ 1200
Nabil Paribahan,08:30 PM,04:00 AM,40,৳ 800
Hanif Enterprise,08:30 PM,06:30 AM,37,৳ 800
Burimari Express,08:30 PM,05:00 AM,40,৳ 800
S.R Travels (Pvt) Ltd,08:30 PM,04:30 AM,28,৳ 800
Shah Ali Paribahan,08:30 PM,04:30 AM,39,৳ 800
Manik Express,08:30 PM,06:30 AM,40,৳ 800
Fahmita Express,08:30 PM,05:30 AM,40,৳ 800
Barkat Travels,08:30 PM,06:30 AM,31,৳ 1100
S.R Travels (Pvt) Ltd,08:30 PM,05:00 AM,31,৳ 800
Nabil Paribahan,08:45 PM,04:00 AM,40,৳ 800
Barkat Travels,08:45 PM,04:00 AM,30,৳ 700
Shah Ali Paribahan,09:00 PM,03:30 AM,40,৳ 1200
Hanif Enterprise,09:00 PM,08:30 PM,36,৳ 900
Ena Transport (Pvt) Ltd,09:00 PM,05:30 AM,40,৳ 800
Nabil Paribahan,09:00 PM,04:00 AM,40,৳ 1600
Burimari Express,09:00 PM,05:30 AM,12,৳ 1000
Hanif Enterprise,09:00 PM,05:00 AM,40,৳ 1000
Ena Transport (Pvt) Ltd,09:00 PM,04:00 AM,40,৳ 800
Hanif Enterprise,09:00 PM,09:00 AM,41,৳ 800
Hanif Enterprise,09:00 PM,07:00 AM,40,৳ 800
Fahmita Express,09:00 PM,06:30 AM,30,৳ 1700 | ৳ 1500
S.R Travels (Pvt) Ltd,09:00 PM,05:00 AM,40,৳ 800
S.R Travels (Pvt) Ltd,09:15 PM,07:15 AM,36,৳ 800
46 Express Ltd,09:15 PM,07:00 PM,30,৳ 800
Rongdhonu Express,09:15 PM,07:15 AM,40,৳ 800
Nabil Paribahan,09:15 PM,04:30 AM,40,৳ 1200 | ৳ 1100
Hanif Enterprise,09:15 PM,06:00 AM,28,৳ 800
Haque Enterprise,09:15 PM,03:30 AM,40,৳ 800
Asad Enterprise,09:20 PM,05:50 AM,40,৳ 1600
Haque Enterprise,09:30 PM,05:00 AM,40,৳ 1000
Nabil Paribahan,09:30 PM,04:30 AM,40,৳ 800
Nabil Paribahan,09:30 PM,04:30 AM,40,৳ 1200 | ৳ 1100
Hanif Enterprise,09:30 PM,07:00 AM,37,৳ 800
S.R Travels (Pvt) Ltd,09:30 PM,07:30 AM,27,৳ 730
Hanif Enterprise,09:30 PM,05:00 AM,40,৳ 800
Hanif Enterprise,09:30 PM,08:30 AM,40,৳ 800
Shah Ali Paribahan,09:30 PM,06:00 AM,26,৳ 800
Nabil Paribahan,09:45 PM,06:00 AM,33,৳ 800
Hanif Enterprise,09:45 PM,06:45 AM,40,৳ 1100
S.R Travels (Pvt) Ltd,09:45 PM,05:45 AM,36,৳ 800
Hanif Enterprise,10:00 PM,06:30 AM,33,৳ 800
Heritage Travels,10:00 PM,08:00 AM,28,৳ 1100
Nabil Paribahan,10:00 PM,06:00 AM,40,৳ 1500
Nabil Paribahan,10:00 PM,06:00 AM,35,৳ 800
Arafat Paribahan,10:00 PM,07:00 AM,30,৳ 900
Burimari Express,10:00 PM,06:00 AM,29,৳ 800
Nabil Paribahan,10:00 PM,06:00 AM,40,৳ 1600
S N Paribahan,10:00 PM,06:00 AM,40,৳ 1600
Ena Transport (Pvt) Ltd,10:00 PM,05:00 AM,40,৳ 800
S.R Travels (Pvt) Ltd,10:00 PM,06:00 AM,40,৳ 1000
Euro Coach,10:00 PM,07:30 AM,33,৳ 1500
Agomony Express,10:00 PM,06:00 AM,26,৳ 1700 | ৳ 1500
Nabil Paribahan,10:00 PM,06:00 AM,40,৳ 800
Hanif Enterprise,10:00 PM,06:00 AM,24,৳ 1300
Hanif Enterprise,10:00 PM,06:00 AM,40,৳ 1800
Shah Ali Paribahan,10:05 PM,06:45 AM,40,৳ 800
S.R Travels (Pvt) Ltd,10:10 PM,06:10 AM,25,৳ 800
Shah Ali Paribahan,10:15 PM,06:00 AM,27,৳ 1200 | ৳ 1000
Ena Transport (Pvt) Ltd,10:30 PM,07:00 AM,36,৳ 1500 | ৳ 1300
Nabil Paribahan,10:30 PM,06:30 AM,40,৳ 1500
Nabil Paribahan,10:30 PM,06:30 AM,22,৳ 1500
Nabil Paribahan,10:30 PM,06:30 AM,40,৳ 800
Agomony Express,10:30 PM,06:00 AM,38,৳ 1500 | ৳ 1400
Hanif Enterprise,10:30 PM,06:00 AM,40,৳ 1500 | ৳ 1400
Ena Transport (Pvt) Ltd,10:30 PM,06:30 AM,35,৳ 800
Asad Enterprise,10:45 PM,06:15 AM,44,৳ 800
S.R Travels (Pvt) Ltd,10:45 PM,05:45 AM,40,৳ 1500
Ena Transport (Pvt) Ltd,11:00 PM,06:00 AM,40,৳ 1700
Nabil Paribahan,11:00 PM,07:00 AM,40,৳ 1700
Nabil Paribahan,11:00 PM,07:00 AM,38,৳ 900
Nabil Paribahan,11:00 PM,07:00 AM,37,৳ 800
Hanif Enterprise,11:00 PM,06:00 AM,34,৳ 1500
Hanif Enterprise,11:00 PM,06:00 AM,34,৳ 800
Hanif Enterprise,11:00 PM,05:00 AM,37,৳ 1000
Hanif Enterprise,11:00 PM,06:00 AM,40,৳ 800
Asad Enterprise,11:00 PM,04:30 AM,40,৳ 1000
S.R Travels (Pvt) Ltd,11:00 PM,07:00 AM,40,৳ 630
Hanif Enterprise,11:00 PM,09:00 AM,39,৳ 800
Hanif Enterprise,11:00 PM,06:00 AM,40,৳ 800
Hanif Enterprise,11:30 PM,06:30 AM,34,৳ 800
S.R Travels (Pvt) Ltd,11:30 PM,07:30 AM,24,৳ 800
Hanif Enterprise,11:30 PM,07:00 AM,40,৳ 800
Nabil Paribahan,11:45 PM,05:00 AM,40,৳ 1500 | ৳ 1400
S.R Travels (Pvt) Ltd,11:45 PM,07:45 AM,38,৳ 1500 | ৳ 1400
Nabil Paribahan,11:55 PM,06:00 AM,36,৳ 1500 | ৳ 1400
